age,sex,weight_kg,height_cm,bmi,goal,fitness_level,sessions_per_week,session_duration_min,activity_level,has_gym,has_dumbbells,has_barbell,has_pullup_bar,injury_knee,injury_back,injury_shoulder,program_type
23,1,63.0,163,23.71,2,0,2,53,1,0,1,0,0,0,0,0,beg_maintain_home_2x
42,0,83.8,164,31.16,0,0,4,29,1,0,1,0,1,0,0,1,beg_injury_safe_home_3x
21,0,75.1,182,22.67,1,0,4,37,3,0,0,0,1,0,0,0,beg_muscle_home_3x
41,1,71.1,172,24.03,0,0,2,41,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
50,0,95.1,180,29.35,1,1,5,30,2,1,0,0,0,0,0,0,int_muscle_gym_4x
50,0,70.5,180,21.76,0,0,2,48,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
20,1,70.5,153,30.12,1,1,5,39,1,0,1,0,0,1,0,0,beg_injury_safe_home_3x
28,0,91.2,176,29.44,1,0,4,32,2,0,1,0,1,0,0,0,beg_muscle_home_3x
37,0,80.5,171,27.53,2,1,3,50,2,1,1,1,0,0,0,0,int_maintain_gym_4x
34,1,83.1,173,27.77,2,0,2,37,1,0,1,0,0,0,0,0,beg_maintain_home_2x
33,0,71.4,186,20.64,1,0,3,21,2,1,0,0,0,0,0,0,beg_muscle_gym_3x
30,0,89.9,184,26.55,0,0,2,35,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
43,1,67.7,171,23.15,1,1,5,55,4,0,1,0,0,0,0,0,int_muscle_home_4x
46,0,78.8,181,24.05,0,0,2,26,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
37,1,70.8,166,25.69,1,1,4,37,4,0,1,0,1,0,0,1,beg_injury_safe_home_3x
43,1,56.2,163,21.15,2,2,4,53,4,1,0,1,1,0,1,0,int_injury_safe_gym_3x
38,0,73.7,168,26.11,1,1,5,50,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
52,0,87.6,188,24.78,2,0,4,54,1,0,1,0,1,0,0,0,beg_maintain_home_3x
32,0,75.1,166,27.25,0,0,4,36,2,1,1,1,0,0,0,0,beg_fat_loss_gym_4x
48,0,75.2,168,26.64,1,1,4,30,2,0,1,0,0,0,0,0,int_muscle_home_4x
24,0,91.0,168,32.24,1,1,3,56,3,1,1,0,1,0,0,0,int_muscle_gym_4x
47,1,66.1,166,23.99,2,0,2,36,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
43,0,103.6,177,33.07,0,0,2,47,4,0,0,0,1,0,0,0,beg_fat_loss_home_3x
55,1,69.1,175,22.56,1,1,5,49,3,0,1,0,1,0,0,0,int_muscle_home_4x
28,1,60.5,175,19.76,0,0,2,20,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
29,1,69.5,175,22.69,2,0,3,24,1,0,1,0,0,0,0,0,beg_maintain_home_3x
18,1,49.9,170,17.27,1,2,6,48,4,1,0,0,1,0,0,1,int_injury_safe_gym_3x
26,0,91.9,175,30.01,1,0,2,40,2,1,0,0,0,0,0,0,beg_muscle_gym_3x
19,1,66.6,173,22.25,0,0,3,33,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
38,0,71.7,176,23.15,0,1,3,54,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
42,1,46.4,162,17.68,1,0,2,40,1,0,1,0,0,0,0,0,beg_muscle_home_3x
30,1,53.9,170,18.65,0,1,4,45,2,0,0,0,1,0,0,0,int_fat_loss_home_4x
20,0,70.6,178,22.28,1,0,2,32,3,0,1,0,1,0,0,0,beg_muscle_home_3x
18,1,77.3,154,32.59,0,2,4,78,5,0,1,0,1,1,0,0,beg_injury_safe_home_3x
21,0,93.6,179,29.21,0,0,4,35,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
41,1,53.8,158,21.55,1,2,5,66,5,1,0,1,0,0,0,0,adv_strength_gym_5x
54,0,74.5,185,21.77,2,1,3,56,4,1,0,1,0,0,0,0,int_maintain_gym_4x
33,1,83.3,174,27.51,2,0,3,46,2,0,1,0,1,0,1,0,beg_injury_safe_home_3x
29,0,60.5,176,19.53,1,0,4,45,2,1,0,1,0,0,0,0,beg_muscle_gym_4x
32,1,87.9,172,29.71,0,2,5,47,3,0,1,0,1,0,0,0,adv_fat_loss_gym_5x
32,1,53.4,172,18.05,2,1,5,38,2,1,0,1,0,0,0,0,int_maintain_gym_4x
42,0,101.3,172,34.24,0,1,5,40,5,0,1,0,0,0,0,0,int_fat_loss_home_4x
55,0,83.9,184,24.78,0,1,3,57,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
53,1,74.0,155,30.8,0,2,5,67,4,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
39,1,58.9,163,22.17,0,0,3,45,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
52,0,69.3,178,21.87,0,1,3,32,5,0,1,0,0,0,0,0,int_fat_loss_home_4x
19,0,63.6,179,19.85,0,1,5,36,3,1,0,1,0,0,0,0,int_fat_loss_gym_4x
19,0,64.1,175,20.93,2,0,2,40,1,1,0,0,0,0,0,0,int_maintain_gym_3x
52,0,86.2,173,28.8,0,0,2,36,3,1,1,0,0,0,0,0,beg_fat_loss_gym_3x
24,0,68.8,178,21.71,2,0,2,36,3,0,1,0,0,0,0,0,beg_maintain_home_2x
52,1,51.5,164,19.15,1,0,4,45,2,0,1,0,1,0,0,0,beg_muscle_home_3x
53,0,83.7,178,26.42,2,1,4,66,3,0,1,0,0,0,0,0,int_maintain_gym_4x
43,0,81.2,173,27.13,0,0,2,26,1,0,0,0,0,0,0,0,beg_fat_loss_home_3x
28,0,107.4,181,32.78,0,2,5,69,5,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
44,0,73.8,185,21.56,2,0,2,38,3,0,1,0,0,0,0,0,beg_maintain_home_2x
34,1,78.1,165,28.69,0,2,6,57,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
44,1,58.1,159,22.98,1,1,5,47,2,1,1,0,0,0,0,0,int_muscle_gym_5x
35,0,102.6,184,30.3,1,0,2,20,2,0,0,0,1,0,0,0,beg_muscle_home_3x
19,1,75.2,160,29.37,0,1,5,32,1,0,1,0,0,0,0,0,int_fat_loss_home_4x
52,0,60.3,171,20.62,0,2,6,46,3,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
45,1,78.8,174,26.03,1,1,5,55,4,0,1,0,0,0,0,0,int_muscle_home_4x
51,0,79.3,171,27.12,1,0,3,44,1,0,0,0,0,0,0,0,beg_muscle_home_3x
38,0,74.5,183,22.25,1,0,4,42,1,0,1,0,0,0,0,0,beg_muscle_home_3x
48,1,63.1,156,25.93,1,1,3,53,2,0,0,0,0,0,0,0,int_muscle_home_4x
33,0,103.4,160,40.39,1,2,6,55,2,1,1,1,0,0,0,0,adv_strength_gym_5x
46,1,77.9,164,28.96,1,0,2,43,1,0,1,0,0,0,0,0,beg_muscle_home_3x
52,0,68.5,180,21.14,1,0,4,37,4,0,0,0,1,0,0,0,beg_muscle_home_3x
22,1,72.8,173,24.32,0,0,2,42,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
29,1,60.8,170,21.04,1,0,3,39,2,0,1,0,0,0,0,0,beg_muscle_home_3x
42,1,45.0,163,16.94,1,0,2,40,3,0,0,0,0,1,0,0,beg_injury_safe_home_3x
49,1,47.3,155,19.69,1,0,4,39,3,1,0,1,0,0,0,0,beg_muscle_gym_4x
54,0,90.9,175,29.68,0,0,2,44,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
50,1,52.2,176,16.85,0,0,3,35,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
55,0,72.6,178,22.91,1,0,2,51,2,0,0,0,1,1,0,0,beg_injury_safe_home_3x
44,1,73.2,162,27.89,1,2,6,56,5,1,0,0,0,0,0,0,adv_strength_gym_5x
27,1,51.8,159,20.49,1,0,2,32,1,1,0,0,0,0,0,1,beg_injury_safe_home_3x
51,1,66.9,172,22.61,1,1,5,45,3,0,1,0,0,0,0,1,beg_injury_safe_home_3x
25,1,56.1,165,20.61,1,1,5,49,1,0,0,0,0,0,0,0,int_muscle_home_4x
20,1,53.3,158,21.35,2,1,4,48,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
18,1,64.5,165,23.69,1,0,2,24,4,0,1,0,0,0,0,0,beg_muscle_home_3x
32,1,52.4,165,19.25,2,0,3,33,2,0,0,0,0,0,0,0,beg_maintain_home_3x
29,1,70.2,168,24.87,2,1,5,52,1,1,0,1,0,0,0,0,int_maintain_gym_4x
44,0,83.2,181,25.4,1,0,3,33,3,0,1,0,0,0,0,0,beg_muscle_home_3x
43,1,62.8,171,21.48,1,0,4,32,2,0,0,0,0,0,0,0,beg_muscle_home_3x
25,1,74.6,164,27.74,2,0,4,34,4,0,1,0,0,0,0,0,beg_maintain_home_3x
28,0,74.1,192,20.1,0,0,3,42,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
53,1,84.0,167,30.12,2,0,4,28,2,0,1,0,0,0,0,0,beg_maintain_home_3x
18,0,74.6,176,24.08,1,0,4,30,2,0,1,0,0,0,0,0,beg_muscle_home_3x
47,0,59.6,173,19.91,1,0,2,33,1,0,1,0,0,0,0,0,beg_muscle_home_3x
43,1,58.3,169,20.41,1,1,3,50,2,1,1,1,1,0,0,0,int_muscle_gym_4x
23,1,45.0,165,16.53,0,0,2,38,4,0,1,0,0,0,0,0,beg_fat_loss_home_3x
35,0,77.0,184,22.74,2,1,5,36,3,1,0,1,0,0,0,0,int_maintain_gym_4x
24,0,81.9,173,27.36,1,1,3,58,3,0,1,0,0,0,0,0,int_muscle_home_4x
35,0,94.8,175,30.96,1,1,4,52,4,1,0,1,0,0,1,0,int_injury_safe_gym_3x
31,1,68.5,165,25.16,0,2,4,57,2,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
35,1,48.3,168,17.11,1,0,2,32,1,1,0,0,0,0,0,0,beg_muscle_gym_3x
30,0,77.0,178,24.3,2,2,6,42,3,1,0,0,0,0,0,0,int_maintain_gym_4x
35,0,96.1,185,28.08,0,0,3,38,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
43,0,96.4,171,32.97,0,0,3,32,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
33,0,81.0,184,23.92,1,0,4,40,3,1,0,0,1,0,0,0,beg_muscle_gym_4x
22,0,77.4,180,23.89,0,0,4,40,1,0,1,0,0,1,0,0,beg_injury_safe_home_3x
30,1,59.8,169,20.94,1,0,2,32,1,1,1,1,0,0,0,0,beg_muscle_gym_3x
47,1,82.9,152,35.88,2,1,5,43,4,0,0,0,1,0,0,0,int_maintain_gym_4x
24,0,71.1,186,20.55,1,0,2,33,2,1,0,1,0,0,0,0,beg_muscle_gym_3x
43,1,61.6,168,21.83,1,1,3,46,3,0,1,0,0,0,0,0,int_muscle_home_4x
48,1,64.1,164,23.83,0,1,3,57,2,1,0,0,1,0,0,0,int_fat_loss_gym_4x
41,1,70.7,165,25.97,0,1,5,51,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
35,0,82.6,184,24.4,1,0,4,43,1,1,0,1,0,0,0,0,beg_muscle_gym_4x
41,0,101.2,177,32.3,0,0,4,37,1,0,1,0,0,0,0,0,beg_fat_loss_home_4x
32,1,95.1,164,35.36,1,2,4,75,4,1,0,1,0,0,0,0,adv_muscle_gym_5x
25,1,71.3,163,26.84,1,1,3,52,5,0,1,0,0,0,0,0,int_muscle_home_4x
25,0,95.9,185,28.02,0,0,3,29,2,1,0,0,0,0,0,0,beg_fat_loss_gym_3x
36,0,96.9,180,29.91,0,1,3,46,2,1,1,1,0,0,0,0,int_fat_loss_gym_4x
21,1,59.9,170,20.73,0,1,3,55,1,1,1,0,0,0,0,0,int_fat_loss_gym_4x
24,1,52.1,157,21.14,0,0,4,39,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
45,0,75.7,194,20.11,0,1,3,46,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
37,1,67.4,161,26.0,2,1,3,45,4,0,1,0,0,0,0,0,int_maintain_gym_4x
42,0,76.9,172,25.99,0,1,3,44,5,1,0,1,0,0,0,0,int_fat_loss_gym_4x
31,1,45.0,167,16.14,1,0,4,32,2,0,0,0,1,0,0,0,beg_muscle_home_3x
31,1,97.3,160,38.01,0,0,2,33,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
20,0,70.9,174,23.42,2,1,4,46,4,1,0,1,0,0,0,0,int_maintain_gym_4x
29,1,75.7,150,33.64,0,1,4,41,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
47,1,79.7,163,30.0,1,2,6,57,2,1,0,1,0,0,0,0,adv_strength_gym_5x
31,0,87.2,171,29.82,2,0,4,41,2,0,1,0,0,0,0,0,beg_maintain_home_3x
22,0,70.9,184,20.94,0,1,4,50,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
25,0,97.7,185,28.55,1,0,2,35,1,0,1,0,0,0,0,0,beg_muscle_home_3x
40,0,72.7,168,25.76,2,0,2,45,2,1,0,1,0,0,0,0,int_maintain_gym_3x
22,1,68.4,163,25.74,1,1,3,30,2,0,1,0,1,0,0,0,int_muscle_home_4x
32,1,58.6,164,21.79,1,0,3,38,2,1,0,1,0,0,0,0,beg_muscle_gym_3x
52,1,60.3,161,23.26,0,0,2,27,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
43,1,53.1,165,19.5,0,0,4,37,1,0,1,0,1,1,0,1,beg_injury_safe_home_3x
37,0,88.9,178,28.06,2,1,3,60,2,0,0,0,0,0,0,1,beg_injury_safe_home_3x
35,0,77.3,179,24.13,2,0,3,40,3,0,0,0,0,0,1,0,beg_injury_safe_home_3x
30,1,49.8,160,19.45,1,0,3,36,4,0,1,0,1,0,0,0,beg_muscle_home_3x
47,0,86.5,180,26.7,0,0,4,48,2,0,1,0,0,0,0,0,beg_fat_loss_home_4x
47,1,60.9,169,21.32,1,0,2,42,1,0,1,0,1,0,0,0,beg_muscle_home_3x
43,0,67.8,180,20.93,2,1,3,55,3,0,1,0,1,0,0,0,int_maintain_gym_4x
55,0,81.4,174,26.89,0,0,3,33,1,0,0,0,0,0,1,0,beg_injury_safe_home_3x
54,0,75.6,174,24.97,0,2,6,51,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
53,0,99.2,177,31.66,0,0,4,42,3,0,0,0,1,0,0,0,beg_fat_loss_home_4x
20,0,58.1,187,16.61,2,0,4,25,3,1,0,1,1,0,0,0,int_maintain_gym_3x
39,1,64.0,165,23.51,2,1,5,54,2,0,1,0,0,0,0,0,int_maintain_gym_4x
43,0,82.1,188,23.23,1,1,3,34,5,0,0,0,1,0,0,0,int_muscle_home_4x
36,1,68.4,166,24.82,1,1,4,53,3,0,0,0,1,1,0,0,beg_injury_safe_home_3x
27,1,75.3,158,30.16,0,1,5,34,5,0,1,0,1,0,0,0,int_fat_loss_home_4x
43,1,51.8,160,20.23,0,0,3,44,3,0,1,0,1,0,1,1,beg_injury_safe_home_3x
35,0,81.7,180,25.22,1,0,4,37,3,0,1,0,1,0,0,1,beg_injury_safe_home_3x
35,0,67.4,177,21.51,0,1,5,45,2,1,0,1,0,1,0,0,int_injury_safe_gym_3x
25,0,64.1,184,18.93,1,1,5,60,5,1,0,1,0,0,0,0,int_muscle_gym_5x
51,0,94.9,173,31.71,1,0,3,35,2,0,1,0,0,0,0,0,beg_muscle_home_3x
48,0,84.0,188,23.77,1,1,3,56,5,0,1,0,1,0,0,0,int_muscle_home_4x
19,1,77.7,175,25.37,0,0,4,34,1,0,1,0,0,0,0,1,beg_injury_safe_home_3x
18,1,45.0,160,17.58,1,2,6,49,4,0,1,0,0,0,0,0,int_muscle_home_4x
26,1,50.4,157,20.45,2,1,4,42,3,0,0,0,1,0,0,0,int_maintain_gym_4x
34,0,57.2,175,18.68,1,2,5,75,3,1,0,0,0,0,0,0,adv_strength_gym_5x
42,0,71.3,194,18.94,1,1,3,53,2,1,1,0,0,0,0,0,int_muscle_gym_4x
25,1,73.4,167,26.32,0,2,6,67,5,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
20,1,57.2,164,21.27,0,0,2,27,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
40,0,84.0,164,31.23,0,1,5,38,4,1,1,1,0,0,0,0,int_fat_loss_gym_4x
50,1,57.6,162,21.95,0,1,3,46,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
36,0,68.9,171,23.56,0,0,4,40,3,1,1,1,0,0,0,0,beg_fat_loss_gym_4x
55,0,70.0,182,21.13,1,2,6,76,5,1,1,0,1,0,1,0,int_injury_safe_gym_3x
32,1,50.8,167,18.22,0,1,3,33,3,0,1,0,1,0,0,0,int_fat_loss_home_4x
48,0,95.3,180,29.41,0,0,3,37,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
26,0,89.5,178,28.25,0,0,3,35,1,1,0,1,1,0,0,0,beg_fat_loss_gym_3x
18,1,57.5,165,21.12,1,2,6,68,3,1,0,1,1,0,0,1,int_injury_safe_gym_3x
29,0,98.7,180,30.46,0,1,3,35,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
20,1,73.3,163,27.59,1,1,5,51,1,0,1,0,0,0,0,0,int_muscle_home_4x
29,1,81.6,161,31.48,0,1,3,58,3,1,0,1,0,0,0,0,int_fat_loss_gym_4x
55,0,69.0,178,21.78,0,0,4,29,2,1,1,0,0,0,0,0,beg_fat_loss_gym_3x
29,0,100.2,193,26.9,0,2,6,67,2,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
40,0,82.3,179,25.69,2,0,2,34,1,0,1,0,0,0,0,0,beg_maintain_home_2x
41,1,51.7,168,18.32,0,0,3,33,4,0,1,0,1,0,1,0,beg_injury_safe_home_3x
32,0,74.9,186,21.65,0,0,2,28,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
34,1,63.2,159,25.0,0,2,5,65,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
27,1,81.2,157,32.94,2,1,4,46,5,1,0,1,0,0,0,0,int_maintain_gym_4x
42,1,54.1,170,18.72,2,1,5,44,4,1,1,1,0,0,0,0,int_maintain_gym_4x
30,0,67.9,166,24.64,1,2,5,46,5,0,1,0,1,0,0,0,int_muscle_home_4x
51,1,85.2,169,29.83,0,0,3,42,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
50,0,108.0,182,32.6,0,1,3,34,4,1,0,1,0,1,0,0,int_injury_safe_gym_3x
41,0,96.2,167,34.49,0,0,2,27,1,0,0,0,1,0,0,0,beg_fat_loss_home_3x
39,0,78.0,181,23.81,1,1,5,49,1,1,1,0,1,0,0,0,int_muscle_gym_5x
51,0,69.9,182,21.1,0,1,5,49,4,1,0,1,1,0,0,0,int_fat_loss_gym_5x
52,1,61.7,166,22.39,2,2,4,55,4,1,0,1,0,0,0,0,int_maintain_gym_4x
18,0,66.1,176,21.34,0,0,3,47,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
53,1,63.1,175,20.6,0,0,4,33,1,1,1,0,1,0,1,0,beg_injury_safe_home_3x
49,0,80.1,178,25.28,2,1,3,30,2,1,0,1,0,0,0,0,int_maintain_gym_4x
54,1,54.7,159,21.64,0,1,3,43,3,1,0,0,0,0,1,0,int_injury_safe_gym_3x
51,1,68.9,169,24.12,0,0,4,21,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
55,1,67.2,161,25.92,2,0,3,36,2,1,0,1,0,0,0,0,int_maintain_gym_3x
42,0,46.2,179,14.42,0,0,4,40,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
27,1,64.9,157,26.33,0,0,3,32,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
49,0,103.8,174,34.28,0,0,4,32,1,1,0,1,0,0,0,0,beg_fat_loss_gym_4x
53,0,79.4,183,23.71,2,0,4,49,3,0,1,0,0,0,0,0,beg_maintain_home_3x
38,1,58.4,164,21.71,1,1,5,44,5,1,0,1,1,0,0,0,int_muscle_gym_4x
32,1,75.8,167,27.18,1,1,5,30,1,0,1,0,1,0,0,0,int_muscle_home_4x
42,1,68.1,172,23.02,2,0,2,32,4,1,0,1,0,0,0,0,int_maintain_gym_3x
29,1,72.0,167,25.82,1,1,3,38,3,1,0,1,1,0,1,0,int_injury_safe_gym_3x
21,0,68.2,172,23.05,2,0,4,37,2,0,0,0,0,1,0,0,beg_injury_safe_home_3x
44,0,73.4,175,23.97,1,0,3,41,2,0,1,0,0,0,0,0,beg_muscle_home_3x
20,0,55.2,181,16.85,1,2,4,53,5,1,0,0,1,0,0,0,adv_muscle_gym_5x
48,1,89.6,166,32.52,0,2,5,60,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
50,1,53.3,162,20.31,2,1,3,56,3,1,1,1,1,0,0,0,int_maintain_gym_4x
33,0,88.3,179,27.56,1,0,2,55,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
52,0,87.5,189,24.5,0,0,4,46,1,0,1,0,0,0,0,0,beg_fat_loss_home_4x
21,0,80.3,166,29.14,1,0,4,39,3,0,1,0,0,0,0,0,beg_muscle_home_3x
20,1,71.5,173,23.89,1,0,3,47,2,0,1,0,0,0,0,0,beg_muscle_home_3x
36,1,83.2,159,32.91,0,0,4,36,3,1,1,1,0,0,0,0,beg_fat_loss_gym_4x
18,1,73.1,163,27.51,1,1,5,41,1,0,0,0,0,0,1,0,beg_injury_safe_home_3x
38,0,85.6,172,28.93,0,1,5,54,4,1,0,1,0,0,0,0,int_fat_loss_gym_5x
38,1,62.3,174,20.58,0,0,4,24,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
43,0,53.5,188,15.14,0,0,4,34,1,1,0,1,0,0,0,0,beg_fat_loss_gym_4x
22,1,54.4,173,18.18,2,1,4,38,4,0,1,0,0,0,0,0,int_maintain_gym_4x
49,0,78.4,180,24.2,1,0,4,29,3,0,1,0,0,0,0,0,beg_muscle_home_3x
34,1,53.6,170,18.55,1,0,3,40,2,0,1,0,0,0,0,0,beg_muscle_home_3x
52,1,73.8,166,26.78,2,0,3,30,1,0,0,0,1,0,0,0,beg_maintain_home_3x
48,1,59.9,169,20.97,1,1,5,63,5,1,0,1,1,0,0,0,int_muscle_gym_5x
29,1,58.3,160,22.77,1,0,3,44,3,0,0,0,0,0,1,1,beg_injury_safe_home_3x
38,0,64.1,175,20.93,1,1,4,30,4,0,1,0,0,0,0,0,int_muscle_home_4x
28,1,65.8,168,23.31,1,0,4,34,3,1,0,1,0,0,0,0,beg_muscle_gym_4x
36,1,45.0,167,16.14,1,0,3,34,3,1,0,1,0,1,0,0,beg_injury_safe_home_3x
33,1,64.7,168,22.92,1,2,4,40,3,1,0,0,0,0,0,0,adv_muscle_gym_5x
22,0,92.9,183,27.74,0,0,4,32,3,0,0,0,0,0,0,0,beg_fat_loss_home_4x
19,1,74.7,155,31.09,0,0,4,39,2,0,1,0,0,0,0,0,beg_fat_loss_home_4x
24,0,65.8,175,21.49,1,1,5,32,1,1,0,1,0,0,0,0,int_muscle_gym_4x
27,1,67.3,150,29.91,1,0,4,46,2,0,0,0,1,0,0,0,beg_muscle_home_3x
54,0,103.9,179,32.43,0,0,2,31,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
28,0,85.6,188,24.22,0,0,3,43,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
53,1,60.6,168,21.47,1,0,3,45,1,0,1,0,0,0,0,0,beg_muscle_home_3x
19,1,64.7,155,26.93,0,0,4,34,2,1,0,0,1,0,0,0,beg_fat_loss_gym_4x
50,0,48.7,177,15.54,1,0,4,34,3,0,1,0,0,0,0,1,beg_injury_safe_home_3x
23,1,57.5,162,21.91,1,0,2,41,2,0,1,0,0,0,0,0,beg_muscle_home_3x
26,0,90.8,179,28.34,2,1,5,45,4,0,0,0,1,0,0,0,int_maintain_gym_4x
44,0,79.5,193,21.34,2,1,3,47,5,1,0,1,0,0,0,0,int_maintain_gym_4x
35,1,84.3,160,32.93,1,0,3,33,1,0,1,0,0,0,0,0,beg_muscle_home_3x
29,1,76.0,164,28.26,0,0,4,40,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
48,0,70.1,189,19.62,0,2,6,88,4,1,0,1,1,0,0,0,adv_fat_loss_gym_5x
40,0,85.6,194,22.74,0,1,5,66,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
48,0,64.2,183,19.17,2,0,4,31,2,0,0,0,1,0,0,0,beg_maintain_home_3x
24,1,70.6,161,27.24,0,0,4,41,1,1,0,1,0,0,0,1,beg_injury_safe_home_3x
37,1,73.1,155,30.43,1,0,2,44,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
40,0,69.6,171,23.8,1,0,2,36,2,0,1,0,1,1,0,0,beg_injury_safe_home_3x
36,1,79.3,166,28.78,2,0,3,49,1,1,0,0,0,0,0,0,int_maintain_gym_3x
38,0,80.7,179,25.19,0,0,4,40,1,1,0,0,1,0,0,0,beg_fat_loss_gym_4x
27,1,49.7,167,17.82,0,0,2,46,2,0,0,0,0,0,1,0,beg_injury_safe_home_3x
36,0,77.0,172,26.03,0,0,4,38,2,0,0,0,1,0,0,0,beg_fat_loss_home_4x
48,1,64.0,164,23.8,2,0,4,39,1,1,0,0,0,1,0,1,beg_injury_safe_home_3x
24,1,52.7,166,19.12,2,1,3,53,2,1,0,1,1,0,0,0,int_maintain_gym_4x
47,0,79.9,172,27.01,1,0,2,32,5,1,0,0,0,0,0,0,beg_muscle_gym_3x
47,1,67.5,161,26.04,2,0,3,38,2,0,1,0,1,0,0,0,beg_maintain_home_3x
42,0,49.4,176,15.95,0,2,4,62,4,1,0,0,0,0,0,0,adv_fat_loss_gym_5x
53,1,77.7,167,27.86,0,0,3,42,1,0,0,0,1,0,0,0,beg_fat_loss_home_3x
55,0,93.4,176,30.15,0,1,3,46,4,1,0,1,1,0,0,0,int_fat_loss_gym_4x
47,0,83.7,180,25.83,0,2,5,91,5,1,0,1,1,0,0,0,adv_fat_loss_gym_5x
49,1,66.3,168,23.49,1,0,2,40,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
38,1,61.0,157,24.75,0,0,4,47,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
18,1,74.9,173,25.03,2,0,2,39,2,0,0,0,0,0,0,0,beg_maintain_home_2x
40,0,77.7,171,26.57,0,0,4,39,1,0,1,0,1,0,0,0,beg_fat_loss_home_4x
46,1,81.5,162,31.05,2,1,3,41,3,0,1,0,0,0,0,0,int_maintain_gym_4x
22,1,82.6,166,29.98,2,0,3,42,3,0,1,0,1,0,0,0,beg_maintain_home_3x
51,0,88.5,171,30.27,1,2,6,76,5,1,1,1,1,0,0,0,adv_strength_gym_5x
25,1,71.0,165,26.08,2,1,4,61,2,0,0,0,1,0,0,0,int_maintain_gym_4x
27,1,87.0,161,33.56,0,1,4,66,5,0,1,0,1,0,0,0,int_fat_loss_home_4x
55,0,104.8,188,29.65,2,0,3,26,1,0,1,0,0,0,0,0,beg_maintain_home_3x
46,1,65.1,171,22.26,0,0,4,41,2,1,0,0,0,1,0,0,beg_injury_safe_home_3x
34,1,67.3,166,24.42,0,0,3,36,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
38,0,88.2,164,32.79,2,0,4,35,4,0,1,0,1,0,0,0,beg_maintain_home_3x
38,0,95.0,181,29.0,0,0,2,25,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
53,0,89.8,182,27.11,0,0,3,49,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
54,0,77.1,170,26.68,0,0,4,40,3,0,1,0,1,0,0,0,beg_fat_loss_home_4x
30,1,70.8,177,22.6,0,1,3,45,4,1,0,0,0,0,0,0,int_fat_loss_gym_4x
52,1,88.6,162,33.76,1,0,4,24,3,1,1,1,1,0,0,0,beg_muscle_gym_3x
